Results Table 1
;"1"
End date;"maandag 12 april 2021 10:19:25"
Maximum Force;(kN);"15.77"
Displacement at Maximum Force;(mm);"3.08"

Time;Force;Displacement
(s);(kN);(mm)
"473.3330";"5.1048";"8.3027"
"473.4330";"5.1043";"8.3044"
"473.5330";"5.1032";"8.3060"
"473.6330";"5.1027";"8.3077"
"473.7330";"5.1017";"8.3093"
"473.8330";"5.1013";"8.3110"
"473.9330";"5.1009";"8.3127"
"474.0330";"5.1007";"8.3143"
"474.1330";"5.1001";"8.3161"
"474.2330";"5.0987";"8.3177"
"474.3330";"5.0977";"8.3193"
"474.4330";"5.0979";"8.3211"
"474.5330";"5.0966";"8.3227"
"474.6330";"5.0964";"8.3244"
"474.7330";"5.0961";"8.3261"
"474.8330";"5.0952";"8.3277"
"474.9330";"5.0951";"8.3294"
"475.0330";"5.0944";"8.3310"
"475.1330";"5.0935";"8.3327"
"475.2330";"5.0935";"8.3344"
"475.3330";"5.0923";"8.3360"
"475.4330";"5.0919";"8.3377"
"475.5330";"5.0919";"8.3394"
"475.6330";"5.0903";"8.3410"
"475.7330";"5.0900";"8.3427"
"475.8330";"5.0888";"8.3444"
"475.9330";"5.0876";"8.3460"
"476.0330";"5.0866";"8.3477"
"476.1330";"5.0857";"8.3493"
"476.2330";"5.0857";"8.3510"
"476.3330";"5.0849";"8.3527"
"476.4330";"5.0845";"8.3543"
"476.5330";"5.0845";"8.3561"
"476.6330";"5.0837";"8.3577"
"476.7330";"5.0828";"8.3593"
"476.8330";"5.0835";"8.3610"
"476.9330";"5.0814";"8.3626"
"477.0330";"5.0817";"8.3644"
"477.1330";"5.0814";"8.3660"
"477.2330";"5.0798";"8.3676"
"477.3330";"5.0797";"8.3694"
"477.4330";"5.0790";"8.3710"
"477.5330";"5.0774";"8.3727"
"477.6330";"5.0785";"8.3744"
"477.7330";"5.0766";"8.3760"
"477.8330";"5.0756";"8.3777"
"477.9330";"5.0759";"8.3794"
"478.0330";"5.0745";"8.3810"
"478.1330";"5.0747";"8.3827"
"478.2330";"5.0735";"8.3844"
"478.3330";"5.0738";"8.3860"
"478.4330";"5.0728";"8.3877"
"478.5330";"5.0727";"8.3893"
"478.6330";"5.0727";"8.3910"
"478.7330";"5.0724";"8.3927"
"478.8330";"5.0717";"8.3943"
"478.9330";"5.0719";"8.3961"
"479.0330";"5.0705";"8.3977"
"479.1330";"5.0704";"8.3994"
"479.2330";"5.0699";"8.4011"
"479.3330";"5.0681";"8.4027"
"479.4330";"5.0683";"8.4044"
"479.5330";"5.0670";"8.4060"
"479.6330";"5.0661";"8.4076"
"479.7330";"5.0664";"8.4094"
"479.8330";"5.0648";"8.4110"
"479.9330";"5.0641";"8.4127"
"480.0330";"5.0636";"8.4144"
"480.1330";"5.0628";"8.4160"
"480.2330";"5.0625";"8.4177"
"480.3330";"5.0620";"8.4194"
"480.4330";"5.0606";"8.4210"
"480.5330";"5.0602";"8.4227"
"480.6330";"5.0600";"8.4244"
"480.7330";"5.0588";"8.4260"
"480.8330";"5.0582";"8.4277"
"480.9330";"5.0573";"8.4294"
"481.0330";"5.0568";"8.4311"
"481.1330";"5.0563";"8.4327"
"481.2330";"5.0552";"8.4344"
"481.3330";"5.0549";"8.4361"
"481.4330";"5.0537";"8.4377"
"481.5330";"5.0538";"8.4394"
"481.6330";"5.0532";"8.4411"
"481.7330";"5.0509";"8.4426"
"481.8330";"5.0518";"8.4444"
"481.9330";"5.0513";"8.4460"
"482.0330";"5.0498";"8.4477"
"482.1330";"5.0499";"8.4494"
"482.2330";"5.0489";"8.4510"
"482.3330";"5.0477";"8.4527"
"482.4330";"5.0472";"8.4544"
"482.5330";"5.0458";"8.4560"
"482.6330";"5.0448";"8.4577"
"482.7330";"5.0441";"8.4594"
"482.8330";"5.0424";"8.4610"
"482.9330";"5.0433";"8.4627"
"483.0330";"5.0419";"8.4643"
"483.1330";"5.0419";"8.4660"
"483.2330";"5.0413";"8.4677"
"483.3330";"5.0401";"8.4693"
"483.4330";"5.0396";"8.4710"
"483.5330";"5.0391";"8.4727"
"483.6330";"5.0385";"8.4743"
"483.7330";"5.0393";"8.4761"
"483.8330";"5.0380";"8.4777"
"483.9330";"5.0383";"8.4794"
"484.0330";"5.0376";"8.4811"
"484.1330";"5.0368";"8.4827"
"484.2330";"5.0370";"8.4844"
"484.3330";"5.0364";"8.4860"
"484.4330";"5.0359";"8.4877"
"484.5330";"5.0365";"8.4894"
"484.6330";"5.0356";"8.4910"
"484.7330";"5.0353";"8.4927"
"484.8330";"5.0354";"8.4944"
"484.9330";"5.0351";"8.4960"
"485.0330";"5.0346";"8.4977"
"485.1330";"5.0350";"8.4994"
"485.2330";"5.0348";"8.5010"
"485.3330";"5.0346";"8.5027"
"485.4330";"5.0346";"8.5043"
"485.5330";"5.0345";"8.5060"
"485.6330";"5.0344";"8.5077"
"485.7330";"5.0346";"8.5094"
"485.8330";"5.0351";"8.5111"
"485.9330";"5.0353";"8.5127"
"486.0330";"5.0355";"8.5143"
"486.1330";"5.0356";"8.5161"
"486.2330";"5.0349";"8.5177"
"486.3330";"5.0356";"8.5194"
"486.4330";"5.0365";"8.5210"
"486.5330";"5.0366";"8.5226"
"486.6330";"5.0371";"8.5244"
"486.7330";"5.0374";"8.5260"
"486.8330";"5.0377";"8.5277"
"486.9330";"5.0390";"8.5294"
"487.0330";"5.0388";"8.5310"
"487.1330";"5.0391";"8.5327"
"487.2330";"5.0399";"8.5344"
"487.3330";"5.0387";"8.5360"
"487.4330";"5.0392";"8.5377"
"487.5330";"5.0388";"8.5394"
"487.6330";"5.0382";"8.5410"
"487.7330";"5.0386";"8.5427"
"487.8330";"5.0384";"8.5444"
"487.9330";"5.0379";"8.5460"
"488.0330";"5.0376";"8.5477"
"488.1330";"5.0370";"8.5493"
"488.2330";"5.0374";"8.5510"
"488.3330";"5.0364";"8.5527"
"488.4330";"5.0366";"8.5544"
"488.5330";"5.0366";"8.5561"
"488.6330";"5.0365";"8.5577"
"488.7330";"5.0363";"8.5594"
"488.8330";"5.0360";"8.5610"
"488.9330";"5.0357";"8.5627"
"489.0330";"5.0356";"8.5644"
"489.1330";"5.0348";"8.5660"
"489.2330";"5.0347";"8.5677"
"489.3330";"5.0346";"8.5694"
"489.4330";"5.0334";"8.5710"
"489.5330";"5.0337";"8.5727"
"489.6330";"5.0331";"8.5744"
"489.7330";"5.0325";"8.5760"
"489.8330";"5.0324";"8.5777"
"489.9330";"5.0324";"8.5793"
"490.0330";"5.0315";"8.5810"
"490.1330";"5.0320";"8.5827"
"490.2330";"5.0309";"8.5843"
"490.3330";"5.0312";"8.5861"
"490.4330";"5.0310";"8.5877"
"490.5330";"5.0302";"8.5894"
"490.6330";"5.0302";"8.5911"
"490.7330";"5.0300";"8.5927"
"490.8330";"5.0298";"8.5944"
"490.9330";"5.0294";"8.5961"
"491.0330";"5.0295";"8.5977"
"491.1330";"5.0294";"8.5994"
"491.2330";"5.0294";"8.6010"
"491.3330";"5.0287";"8.6027"
"491.4330";"5.0305";"8.6044"
"491.5330";"5.0290";"8.6060"
"491.6330";"5.0300";"8.6077"
"491.7330";"5.0310";"8.6094"
"491.8330";"5.0305";"8.6110"
"491.9330";"5.0317";"8.6127"
"492.0330";"5.0319";"8.6144"
"492.1330";"5.0321";"8.6160"
"492.2330";"5.0330";"8.6177"
"492.3330";"5.0337";"8.6194"
"492.4330";"5.0336";"8.6210"
"492.5330";"5.0344";"8.6227"
"492.6330";"5.0344";"8.6243"
"492.7330";"5.0351";"8.6260"
"492.8330";"5.0347";"8.6277"
"492.9330";"5.0348";"8.6293"
"493.0330";"5.0355";"8.6310"
"493.1330";"5.0360";"8.6327"
"493.2330";"5.0362";"8.6344"
"493.3330";"5.0361";"8.6361"
"493.4330";"5.0357";"8.6377"
"493.5330";"5.0361";"8.6394"
"493.6330";"5.0358";"8.6410"
"493.7330";"5.0351";"8.6427"
"493.8330";"5.0355";"8.6444"
"493.9330";"5.0345";"8.6460"
"494.0330";"5.0346";"8.6477"
"494.1330";"5.0349";"8.6494"
"494.2330";"5.0340";"8.6510"
"494.3330";"5.0344";"8.6527"
"494.4330";"5.0339";"8.6544"
"494.5330";"5.0336";"8.6560"
"494.6330";"5.0343";"8.6577"
"494.7330";"5.0334";"8.6593"
"494.8330";"5.0340";"8.6610"
"494.9330";"5.0339";"8.6627"
"495.0330";"5.0344";"8.6643"
"495.1330";"5.0347";"8.6660"
"495.2330";"5.0350";"8.6677"
"495.3330";"5.0355";"8.6693"
"495.4330";"5.0369";"8.6711"
"495.5330";"5.0368";"8.6727"
"495.6330";"5.0373";"8.6744"
"495.7330";"5.0379";"8.6760"
"495.8330";"5.0384";"8.6777"
"495.9330";"5.0395";"8.6794"
"496.0330";"5.0393";"8.6810"
"496.1330";"5.0400";"8.6827"
"496.2330";"5.0412";"8.6844"
"496.3330";"5.0413";"8.6860"
"496.4330";"5.0422";"8.6877"
"496.5330";"5.0429";"8.6894"
"496.6330";"5.0430";"8.6910"
"496.7330";"5.0445";"8.6927"
"496.8330";"5.0446";"8.6944"
"496.9330";"5.0448";"8.6960"
"497.0330";"5.0460";"8.6977"
"497.1330";"5.0462";"8.6994"
"497.2330";"5.0473";"8.7010"
"497.3330";"5.0476";"8.7027"
"497.4330";"5.0484";"8.7043"
"497.5330";"5.0488";"8.7060"
"497.6330";"5.0489";"8.7077"
"497.7330";"5.0495";"8.7093"
"497.8330";"5.0503";"8.7110"
"497.9330";"5.0503";"8.7127"
"498.0330";"5.0514";"8.7144"
"498.1330";"5.0518";"8.7160"
"498.2330";"5.0517";"8.7177"
"498.3330";"5.0528";"8.7194"
"498.4330";"5.0525";"8.7210"
"498.5330";"5.0530";"8.7227"
"498.6330";"5.0531";"8.7244"
"498.7330";"5.0525";"8.7260"
"498.8330";"5.0535";"8.7277"
"498.9330";"5.0537";"8.7294"
"499.0330";"5.0528";"8.7310"
"499.1330";"5.0538";"8.7327"
"499.2330";"5.0533";"8.7343"
"499.3330";"5.0530";"8.7360"
"499.4330";"5.0543";"8.7377"
"499.5330";"5.0527";"8.7393"
"499.6330";"5.0534";"8.7410"
"499.7330";"5.0536";"8.7427"
"499.8330";"5.0524";"8.7443"
"499.9330";"5.0531";"8.7461"
"500.0330";"5.0526";"8.7477"
"500.1330";"5.0522";"8.7494"
"500.2330";"5.0523";"8.7511"
"500.3330";"5.0520";"8.7527"
"500.4330";"5.0521";"8.7544"
"500.5330";"5.0515";"8.7560"
"500.6330";"5.0504";"8.7577"
"500.7330";"5.0505";"8.7594"
"500.8330";"5.0491";"8.7610"
"500.9330";"5.0491";"8.7627"
"501.0330";"5.0486";"8.7644"
"501.1330";"5.0467";"8.7660"
"501.2330";"5.0473";"8.7677"
"501.3330";"5.0454";"8.7694"
"501.4330";"5.0440";"8.7710"
"501.5330";"5.0438";"8.7727"
"501.6330";"5.0427";"8.7743"
"501.7330";"5.0419";"8.7760"
"501.8330";"5.0417";"8.7777"
"501.9330";"5.0404";"8.7793"
"502.0330";"5.0397";"8.7810"
"502.1330";"5.0394";"8.7827"
"502.2330";"5.0383";"8.7843"
"502.3330";"5.0378";"8.7860"
"502.4330";"5.0364";"8.7877"
"502.5330";"5.0359";"8.7893"
"502.6330";"5.0351";"8.7910"
"502.7330";"5.0337";"8.7927"
"502.8330";"5.0333";"8.7944"
"502.9330";"5.0319";"8.7960"
"503.0330";"5.0315";"8.7977"
"503.1330";"5.0315";"8.7994"
"503.2330";"5.0298";"8.8010"
"503.3330";"5.0292";"8.8027"
"503.4330";"5.0283";"8.8044"
"503.5330";"5.0260";"8.8060"
"503.6330";"5.0264";"8.8077"
"503.7330";"5.0249";"8.8094"
"503.8330";"5.0244";"8.8110"
"503.9330";"5.0244";"8.8127"
"504.0330";"5.0230";"8.8143"
"504.1330";"5.0224";"8.8160"
"504.2330";"5.0213";"8.8177"
"504.3330";"5.0204";"8.8193"
"504.4330";"5.0199";"8.8210"
"504.5330";"5.0189";"8.8227"
"504.6330";"5.0183";"8.8243"
"504.7330";"5.0175";"8.8260"
"504.8330";"5.0162";"8.8277"
"504.9330";"5.0157";"8.8294"
"505.0330";"5.0157";"8.8310"
"505.1330";"5.0146";"8.8327"
"505.2330";"5.0140";"8.8344"
"505.3330";"5.0129";"8.8360"
"505.4330";"5.0125";"8.8377"
"505.5330";"5.0124";"8.8394"
"505.6330";"5.0110";"8.8410"
"505.7330";"5.0112";"8.8427"
"505.8330";"5.0109";"8.8444"
"505.9330";"5.0101";"8.8460"
"506.0330";"5.0104";"8.8477"
"506.1330";"5.0091";"8.8494"
"506.2330";"5.0081";"8.8510"
"506.3330";"5.0081";"8.8527"
"506.4330";"5.0077";"8.8544"
"506.5330";"5.0065";"8.8560"
"506.6330";"5.0059";"8.8577"
"506.7330";"5.0052";"8.8593"
"506.8330";"5.0045";"8.8610"
"506.9330";"5.0029";"8.8627"
"507.0330";"5.0021";"8.8643"
"507.1330";"5.0009";"8.8660"
"507.2330";"4.9996";"8.8677"
"507.3330";"4.9988";"8.8694"
"507.4330";"4.9975";"8.8710"
"507.5330";"4.9966";"8.8727"
"507.6330";"4.9956";"8.8744"
"507.7330";"4.9944";"8.8760"
"507.8330";"4.9937";"8.8777"
"507.9330";"4.9929";"8.8794"
"508.0330";"4.9911";"8.8810"
"508.1330";"4.9903";"8.8827"
"508.2330";"4.9896";"8.8844"
"508.3330";"4.9877";"8.8860"
"508.4330";"4.9870";"8.8877"
"508.5330";"4.9860";"8.8893"
"508.6330";"4.9855";"8.8910"
"508.7330";"4.9850";"8.8927"
"508.8330";"4.9837";"8.8943"
"508.9330";"4.9831";"8.8960"
"509.0330";"4.9827";"8.8977"
"509.1330";"4.9822";"8.8993"
"509.2330";"4.9822";"8.9010"
"509.3330";"4.9813";"8.9027"
"509.4330";"4.9807";"8.9044"
"509.5330";"4.9796";"8.9061"
"509.6330";"4.9780";"8.9077"
"509.7330";"4.9783";"8.9094"
"509.8330";"4.9766";"8.9110"
"509.9330";"4.9752";"8.9127"
"510.0330";"4.9756";"8.9144"
"510.1330";"4.9734";"8.9160"
"510.2330";"4.9728";"8.9177"
"510.3330";"4.9725";"8.9194"
"510.4330";"4.9703";"8.9210"
"510.5330";"4.9702";"8.9227"
"510.6330";"4.9684";"8.9244"
"510.7330";"4.9674";"8.9260"
"510.8330";"4.9667";"8.9277"
"510.9330";"4.9652";"8.9293"
"511.0330";"4.9638";"8.9310"
"511.1330";"4.9636";"8.9327"
"511.2330";"4.9617";"8.9343"
"511.3330";"4.9614";"8.9360"
"511.4330";"4.9603";"8.9377"
"511.5330";"4.9592";"8.9393"
"511.6330";"4.9582";"8.9411"
"511.7330";"4.9573";"8.9427"
"511.8330";"4.9562";"8.9443"
"511.9330";"4.9557";"8.9460"
"512.0330";"4.9552";"8.9476"
"512.1330";"4.9552";"8.9494"
"512.2330";"4.9547";"8.9510"
"512.3330";"4.9540";"8.9527"
"512.4330";"4.9539";"8.9544"
"512.5330";"4.9526";"8.9560"
"512.6330";"4.9516";"8.9577"
"512.7330";"4.9508";"8.9594"
"512.8330";"4.9497";"8.9610"
"512.9330";"4.9502";"8.9627"
"513.0330";"4.9486";"8.9644"
"513.1330";"4.9479";"8.9660"
"513.2330";"4.9482";"8.9677"
"513.3330";"4.9476";"8.9693"
"513.4330";"4.9470";"8.9710"
"513.5330";"4.9472";"8.9727"
"513.6330";"4.9465";"8.9743"
"513.7330";"4.9466";"8.9760"
"513.8330";"4.9464";"8.9777"
"513.9330";"4.9462";"8.9793"
"514.0330";"4.9459";"8.9811"
"514.1330";"4.9457";"8.9827"
"514.2330";"4.9458";"8.9844"
"514.3330";"4.9453";"8.9861"
"514.4330";"4.9441";"8.9877"
"514.5330";"4.9441";"8.9894"
"514.6330";"4.9432";"8.9910"
"514.7330";"4.9428";"8.9927"
"514.8330";"4.9431";"8.9944"
"514.9330";"4.9410";"8.9960"
"515.0330";"4.9406";"8.9977"
"515.1330";"4.9401";"8.9994"
"515.2330";"4.9391";"9.0010"
"515.3330";"4.9389";"9.0027"
"515.4330";"4.9373";"9.0043"
"515.5330";"4.9363";"9.0060"
"515.6330";"4.9356";"9.0077"
"515.7330";"4.9347";"9.0093"
"515.8330";"4.9332";"9.0110"
"515.9330";"4.9323";"9.0127"
"516.0330";"4.9305";"9.0143"
"516.1330";"4.9295";"9.0161"
"516.2330";"4.9278";"9.0177"
"516.3330";"4.9262";"9.0194"
"516.4330";"4.9254";"9.0211"
"516.5330";"4.9234";"9.0227"
"516.6330";"4.9222";"9.0244"
"516.7330";"4.9214";"9.0260"
"516.8330";"4.9199";"9.0277"
"516.9330";"4.9194";"9.0294"
"517.0330";"4.9183";"9.0310"
"517.1330";"4.9179";"9.0327"
"517.2330";"4.9179";"9.0344"
"517.3330";"4.9170";"9.0360"
"517.4330";"4.9172";"9.0377"
"517.5330";"4.9168";"9.0394"
"517.6330";"4.9163";"9.0410"
"517.7330";"4.9169";"9.0427"
"517.8330";"4.9161";"9.0443"
"517.9330";"4.9156";"9.0460"
"518.0330";"4.9160";"9.0477"
"518.1330";"4.9152";"9.0493"
"518.2330";"4.9154";"9.0510"
"518.3330";"4.9155";"9.0527"
"518.4330";"4.9153";"9.0543"
"518.5330";"4.9161";"9.0560"
"518.6330";"4.9158";"9.0577"
"518.7330";"4.9157";"9.0593"
"518.8330";"4.9140";"9.0611"
"518.9330";"4.9139";"9.0627"
"519.0330";"4.9141";"9.0644"
"519.1330";"4.9141";"9.0660"
"519.2330";"4.9137";"9.0677"
"519.3330";"4.9139";"9.0694"
"519.4330";"4.9139";"9.0710"
"519.5330";"4.9141";"9.0727"
"519.6330";"4.9138";"9.0744"
"519.7330";"4.9140";"9.0760"
"519.8330";"4.9141";"9.0777"
"519.9330";"4.9141";"9.0794"
"520.0330";"4.9133";"9.0810"
"520.1330";"4.9137";"9.0827"
"520.2330";"4.9130";"9.0843"
"520.3330";"4.9133";"9.0860"
"520.4330";"4.9140";"9.0877"
"520.5330";"4.9128";"9.0893"
"520.6330";"4.9138";"9.0910"
"520.7330";"4.9136";"9.0927"
"520.8330";"4.9133";"9.0943"
"520.9330";"4.9134";"9.0961"
"521.0330";"4.9133";"9.0977"
"521.1330";"4.9139";"9.0993"
"521.2330";"4.9140";"9.1011"
"521.3330";"4.9135";"9.1027"
"521.4330";"4.9140";"9.1044"
"521.5330";"4.9144";"9.1060"
"521.6330";"4.9142";"9.1077"
"521.7330";"4.9147";"9.1094"
"521.8330";"4.9150";"9.1110"
"521.9330";"4.9155";"9.1127"
"522.0330";"4.9160";"9.1144"
"522.1330";"4.9159";"9.1160"
"522.2330";"4.9169";"9.1177"
"522.3330";"4.9166";"9.1194"
"522.4330";"4.9171";"9.1210"
"522.5330";"4.9177";"9.1227"
"522.6330";"4.9173";"9.1243"
"522.7330";"4.9178";"9.1260"
"522.8330";"4.9176";"9.1277"
"522.9330";"4.9170";"9.1293"
"523.0330";"4.9174";"9.1311"
"523.1330";"4.9169";"9.1327"
"523.2330";"4.9166";"9.1343"
"523.3330";"4.9170";"9.1361"
"523.4330";"4.9163";"9.1377"
"523.5330";"4.9168";"9.1394"
"523.6330";"4.9166";"9.1411"
"523.7330";"4.9158";"9.1427"
"523.8330";"4.9154";"9.1444"
"523.9330";"4.9146";"9.1460"
"524.0330";"4.9143";"9.1477"
"524.1330";"4.9141";"9.1494"
"524.2330";"4.9128";"9.1510"
"524.3330";"4.9130";"9.1527"
"524.4330";"4.9121";"9.1544"
"524.5330";"4.9110";"9.1560"
"524.6330";"4.9111";"9.1577"
"524.7330";"4.9102";"9.1593"
"524.8330";"4.9099";"9.1610"
"524.9330";"4.9100";"9.1627"
"525.0330";"4.9090";"9.1643"
"525.1330";"4.9093";"9.1660"
"525.2330";"4.9090";"9.1677"
"525.3330";"4.9076";"9.1693"
"525.4330";"4.9083";"9.1711"
"525.5330";"4.9078";"9.1727"
"525.6330";"4.9075";"9.1743"
"525.7330";"4.9077";"9.1761"
"525.8330";"4.9070";"9.1777"
"525.9330";"4.9068";"9.1794"
"526.0330";"4.9073";"9.1811"
"526.1330";"4.9066";"9.1827"
"526.2330";"4.9069";"9.1844"
"526.3330";"4.9069";"9.1860"
"526.4330";"4.9063";"9.1877"
"526.5330";"4.9066";"9.1894"
"526.6330";"4.9056";"9.1910"
"526.7330";"4.9056";"9.1927"
"526.8330";"4.9049";"9.1944"
"526.9330";"4.9043";"9.1960"
"527.0330";"4.9049";"9.1977"
"527.1330";"4.9041";"9.1993"
"527.2330";"4.9039";"9.2010"
"527.3330";"4.9041";"9.2027"
"527.4330";"4.9037";"9.2043"
"527.5330";"4.9042";"9.2060"
"527.6330";"4.9037";"9.2077"
"527.7330";"4.9037";"9.2093"
"527.8330";"4.9035";"9.2111"
"527.9330";"4.9030";"9.2127"
"528.0330";"4.9030";"9.2143"
"528.1330";"4.9036";"9.2160"
"528.2330";"4.9029";"9.2177"
"528.3330";"4.9031";"9.2194"
"528.4330";"4.9026";"9.2210"
"528.5330";"4.9021";"9.2227"
"528.6330";"4.9027";"9.2244"
"528.7330";"4.9022";"9.2260"
"528.8330";"4.9024";"9.2277"
"528.9330";"4.9023";"9.2294"
"529.0330";"4.9012";"9.2310"
"529.1330";"4.9014";"9.2327"
"529.2330";"4.9012";"9.2344"
"529.3330";"4.9001";"9.2360"
"529.4330";"4.9006";"9.2377"
"529.5330";"4.9002";"9.2393"
"529.6330";"4.8990";"9.2410"
"529.7330";"4.8997";"9.2427"
"529.8330";"4.8989";"9.2443"
"529.9330";"4.8995";"9.2461"
"530.0330";"4.8992";"9.2477"
"530.1330";"4.8993";"9.2493"
"530.2330";"4.8997";"9.2511"
"530.3330";"4.8992";"9.2527"
"530.4330";"4.8993";"9.2543"
"530.5330";"4.8998";"9.2561"
"530.6330";"4.8992";"9.2577"
"530.7330";"4.8990";"9.2594"
"530.8330";"4.8994";"9.2610"
"530.9330";"4.8985";"9.2627"
"531.0330";"4.8986";"9.2644"
"531.1330";"4.8983";"9.2660"
"531.2330";"4.8985";"9.2677"
"531.3330";"4.8983";"9.2694"
"531.4330";"4.8982";"9.2710"
"531.5330";"4.8981";"9.2727"
"531.6330";"4.8987";"9.2743"
"531.7330";"4.8979";"9.2760"
"531.8330";"4.8984";"9.2777"
"531.9330";"4.8978";"9.2793"
"532.0330";"4.8983";"9.2810"
"532.1330";"4.8983";"9.2827"
"532.2330";"4.8976";"9.2843"
"532.3330";"4.8983";"9.2861"
"532.4330";"4.8974";"9.2877"
"532.5330";"4.8975";"9.2893"
"532.6330";"4.8969";"9.2911"
"532.7330";"4.8963";"9.2927"
"532.8330";"4.8971";"9.2943"
"532.9330";"4.8972";"9.2960"
"533.0330";"4.8960";"9.2977"
"533.1330";"4.8960";"9.2994"
"533.2330";"4.8950";"9.3010"
"533.3330";"4.8942";"9.3027"
"533.4330";"4.8944";"9.3044"
"533.5330";"4.8936";"9.3060"
"533.6330";"4.8931";"9.3077"
"533.7330";"4.8932";"9.3094"
"533.8330";"4.8925";"9.3110"
"533.9330";"4.8920";"9.3127"
"534.0330";"4.8913";"9.3143"
"534.1330";"4.8915";"9.3160"
"534.2330";"4.8910";"9.3177"
"534.3330";"4.8905";"9.3193"
"534.4330";"4.8902";"9.3210"
"534.5330";"4.8902";"9.3227"
"534.6330";"4.8898";"9.3243"
"534.7330";"4.8899";"9.3261"
"534.8330";"4.8890";"9.3277"
"534.9330";"4.8890";"9.3293"
"535.0330";"4.8893";"9.3311"
"535.1330";"4.8888";"9.3327"
"535.2330";"4.8882";"9.3344"
"535.3330";"4.8882";"9.3361"
"535.4330";"4.8875";"9.3377"
"535.5330";"4.8878";"9.3394"
"535.6330";"4.8875";"9.3410"
"535.7330";"4.8871";"9.3427"
"535.8330";"4.8872";"9.3444"
"535.9330";"4.8861";"9.3460"
"536.0330";"4.8868";"9.3477"
"536.1330";"4.8863";"9.3494"
"536.2330";"4.8857";"9.3510"
"536.3330";"4.8868";"9.3527"
"536.4330";"4.8859";"9.3543"
"536.5330";"4.8858";"9.3560"
"536.6330";"4.8861";"9.3577"
"536.7330";"4.8851";"9.3593"
"536.8330";"4.8849";"9.3610"
"536.9330";"4.8847";"9.3627"
"537.0330";"4.8837";"9.3643"
"537.1330";"4.8837";"9.3661"
"537.2330";"4.8824";"9.3677"
"537.3330";"4.8813";"9.3693"
"537.4330";"4.8816";"9.3711"
"537.5330";"4.8794";"9.3726"
"537.6330";"4.8796";"9.3744"
"537.7330";"4.8792";"9.3760"
"537.8330";"4.8780";"9.3777"
"537.9330";"4.8785";"9.3794"
"538.0330";"4.8774";"9.3810"
"538.1330";"4.8770";"9.3827"
"538.2330";"4.8774";"9.3844"
"538.3330";"4.8754";"9.3860"
"538.4330";"4.8748";"9.3877"
"538.5330";"4.8754";"9.3894"
"538.6330";"4.8745";"9.3910"
"538.7330";"4.8745";"9.3927"
"538.8330";"4.8744";"9.3943"
"538.9330";"4.8738";"9.3960"
"539.0330";"4.8738";"9.3977"
"539.1330";"4.8731";"9.3993"
"539.2330";"4.8733";"9.4010"
"539.3330";"4.8723";"9.4027"
"539.4330";"4.8719";"9.4043"
"539.5330";"4.8728";"9.4061"
"539.6330";"4.8720";"9.4077"
"539.7330";"4.8718";"9.4093"
"539.8330";"4.8716";"9.4111"
"539.9330";"4.8709";"9.4127"
"540.0330";"4.8710";"9.4144"
"540.1330";"4.8714";"9.4160"
"540.2330";"4.8711";"9.4177"
"540.3330";"4.8711";"9.4194"
"540.4330";"4.8702";"9.4210"
"540.5330";"4.8700";"9.4227"
"540.6330";"4.8696";"9.4244"
"540.7330";"4.8696";"9.4260"
"540.8330";"4.8693";"9.4277"
"540.9330";"4.8683";"9.4294"
"541.0330";"4.8684";"9.4310"
"541.1330";"4.8683";"9.4327"
"541.2330";"4.8674";"9.4343"
"541.3330";"4.8679";"9.4360"
"541.4330";"4.8678";"9.4377"
"541.5330";"4.8668";"9.4393"
"541.6330";"4.8678";"9.4411"
"541.7330";"4.8676";"9.4427"
"541.8330";"4.8673";"9.4443"
"541.9330";"4.8678";"9.4461"
"542.0330";"4.8674";"9.4477"
"542.1330";"4.8672";"9.4493"
"542.2330";"4.8677";"9.4510"
"542.3330";"4.8674";"9.4527"
"542.4330";"4.8672";"9.4544"
"542.5330";"4.8670";"9.4560"
"542.6330";"4.8669";"9.4577"
"542.7330";"4.8670";"9.4594"
"542.8330";"4.8661";"9.4610"
"542.9330";"4.8661";"9.4627"
"543.0330";"4.8657";"9.4644"
"543.1330";"4.8652";"9.4660"
"543.2330";"4.8647";"9.4677"
"543.3330";"4.8638";"9.4694"
"543.4330";"4.8639";"9.4710"
"543.5330";"4.8638";"9.4727"
"543.6330";"4.8626";"9.4743"
"543.7330";"4.8624";"9.4760"
"543.8330";"4.8620";"9.4777"
"543.9330";"4.8611";"9.4793"
"544.0330";"4.8618";"9.4811"
"544.1330";"4.8608";"9.4827"
"544.2330";"4.8610";"9.4843"
"544.3330";"4.8610";"9.4861"
"544.4330";"4.8606";"9.4877"
"544.5330";"4.8599";"9.4894"
"544.6330";"4.8601";"9.4911"
"544.7330";"4.8588";"9.4927"
"544.8330";"4.8594";"9.4944"
"544.9330";"4.8585";"9.4960"
"545.0330";"4.8581";"9.4977"
"545.1330";"4.8585";"9.4994"
"545.2330";"4.8577";"9.5010"
"545.3330";"4.8574";"9.5027"
"545.4330";"4.8573";"9.5044"
"545.5330";"4.8571";"9.5060"
"545.6330";"4.8571";"9.5077"
"545.7330";"4.8572";"9.5093"
"545.8330";"4.8575";"9.5110"
"545.9330";"4.8572";"9.5127"
"546.0330";"4.8565";"9.5143"
"546.1330";"4.8572";"9.5161"
"546.2330";"4.8570";"9.5177"
"546.3330";"4.8569";"9.5193"
