Results Table 1
;"1"
End date;"maandag 12 april 2021 10:19:25"
Maximum Force;(kN);"15.77"
Displacement at Maximum Force;(mm);"3.08"

Time;Force;Displacement
(s);(kN);(mm)
"1387.0330";"4.6716";"33.5200"
"1387.1330";"4.6726";"33.5266"
"1387.2330";"4.6718";"33.5332"
"1387.3330";"4.6740";"33.5399"
"1387.4330";"4.6744";"33.5466"
"1387.5330";"4.6765";"33.5532"
"1387.6330";"4.6777";"33.5599"
"1387.7330";"4.6802";"33.5666"
"1387.8330";"4.6819";"33.5733"
"1387.9330";"4.6818";"33.5799"
"1388.0330";"4.6832";"33.5866"
"1388.1330";"4.6846";"33.5933"
"1388.2330";"4.6837";"33.5999"
"1388.3330";"4.6835";"33.6066"
"1388.4330";"4.6828";"33.6132"
"1388.5330";"4.6830";"33.6200"
"1388.6330";"4.6820";"33.6266"
"1388.7330";"4.6799";"33.6333"
"1388.8330";"4.6788";"33.6399"
"1388.9330";"4.6774";"33.6466"
"1389.0330";"4.6758";"33.6532"
"1389.1330";"4.6740";"33.6599"
"1389.2330";"4.6732";"33.6665"
"1389.3330";"4.6708";"33.6733"
"1389.4330";"4.6702";"33.6799"
"1389.5330";"4.6707";"33.6866"
"1389.6330";"4.6707";"33.6932"
"1389.7330";"4.6721";"33.6999"
"1389.8330";"4.6735";"33.7066"
"1389.9330";"4.6741";"33.7132"
"1390.0330";"4.6739";"33.7199"
"1390.1330";"4.6738";"33.7267"
"1390.2330";"4.6730";"33.7333"
"1390.3330";"4.6719";"33.7399"
"1390.4330";"4.6715";"33.7466"
"1390.5330";"4.6716";"33.7533"
"1390.6330";"4.6699";"33.7599"
"1390.7330";"4.6714";"33.7666"
"1390.8330";"4.6712";"33.7732"
"1390.9330";"4.6710";"33.7800"
"1391.0330";"4.6704";"33.7866"
"1391.1330";"4.6682";"33.7933"
"1391.2330";"4.6682";"33.7999"
"1391.3330";"4.6688";"33.8066"
"1391.4330";"4.6690";"33.8133"
"1391.5330";"4.6704";"33.8199"
"1391.6330";"4.6722";"33.8266"
"1391.7330";"4.6717";"33.8333"
"1391.8330";"4.6724";"33.8400"
"1391.9330";"4.6733";"33.8466"
"1392.0330";"4.6745";"33.8532"
"1392.1330";"4.6753";"33.8599"
"1392.2330";"4.6753";"33.8666"
"1392.3330";"4.6741";"33.8732"
"1392.4330";"4.6742";"33.8799"
"1392.5330";"4.6743";"33.8867"
"1392.6330";"4.6732";"33.8933"
"1392.7330";"4.6721";"33.8999"
"1392.8330";"4.6718";"33.9066"
"1392.9330";"4.6705";"33.9133"
"1393.0330";"4.6705";"33.9199"
"1393.1330";"4.6703";"33.9266"
"1393.2330";"4.6683";"33.9332"
"1393.3330";"4.6661";"33.9400"
"1393.4330";"4.6608";"33.9466"
"1393.5330";"4.6547";"33.9532"
"1393.6330";"4.6502";"33.9599"
"1393.7330";"4.6450";"33.9666"
"1393.8330";"4.6411";"33.9733"
"1393.9330";"4.6372";"33.9799"
"1394.0330";"4.6351";"33.9866"
"1394.1330";"4.6315";"33.9933"
"1394.2330";"4.6284";"34.0000"
"1394.3330";"4.6255";"34.0066"
"1394.4330";"4.6221";"34.0132"
"1394.5330";"4.6157";"34.0199"
"1394.6330";"4.6039";"34.0266"
"1394.7330";"4.5892";"34.0332"
"1394.8330";"4.5781";"34.0399"
"1394.9330";"4.5752";"34.0466"
"1395.0330";"4.5705";"34.0533"
"1395.1330";"4.5636";"34.0599"
"1395.2330";"4.5585";"34.0666"
"1395.3330";"4.5494";"34.0733"
"1395.4330";"4.5438";"34.0799"
"1395.5330";"4.5341";"34.0865"
"1395.6330";"4.5298";"34.0932"
"1395.7330";"4.5254";"34.1000"
"1395.8330";"4.5220";"34.1067"
"1395.9330";"4.5165";"34.1132"
"1396.0330";"4.5088";"34.1199"
"1396.1330";"4.5007";"34.1266"
"1396.2330";"4.4925";"34.1333"
"1396.3330";"4.4820";"34.1399"
"1396.4330";"4.4734";"34.1466"
"1396.5330";"4.4676";"34.1533"
"1396.6330";"4.4624";"34.1600"
"1396.7330";"4.4569";"34.1665"
"1396.8330";"4.4518";"34.1732"
"1396.9330";"4.4485";"34.1799"
"1397.0330";"4.4449";"34.1866"
"1397.1330";"4.4417";"34.1932"
"1397.2330";"4.4377";"34.1999"
"1397.3330";"4.4321";"34.2066"
"1397.4330";"4.4272";"34.2133"
"1397.5330";"4.4230";"34.2199"
"1397.6330";"4.4213";"34.2266"
"1397.7330";"4.4169";"34.2332"
"1397.8330";"4.4136";"34.2399"
"1397.9330";"4.4089";"34.2465"
"1398.0330";"4.4064";"34.2533"
"1398.1330";"4.4005";"34.2600"
"1398.2330";"4.3899";"34.2667"
"1398.3330";"4.3805";"34.2732"
"1398.4330";"4.3764";"34.2799"
"1398.5330";"4.3727";"34.2866"
"1398.6330";"4.3684";"34.2933"
"1398.7330";"4.3645";"34.2999"
"1398.8330";"4.3617";"34.3066"
"1398.9330";"4.3571";"34.3133"
"1399.0330";"4.3542";"34.3200"
"1399.1330";"4.3510";"34.3265"
"1399.2330";"4.3491";"34.3333"
"1399.3330";"4.3481";"34.3399"
"1399.4330";"4.3453";"34.3466"
"1399.5330";"4.3421";"34.3532"
"1399.6330";"4.3402";"34.3599"
"1399.7330";"4.3360";"34.3666"
"1399.8330";"4.3315";"34.3733"
"1399.9330";"4.3254";"34.3799"
"1400.0330";"4.3212";"34.3866"
"1400.1330";"4.3156";"34.3933"
"1400.2330";"4.3103";"34.3999"
"1400.3330";"4.3052";"34.4065"
"1400.4330";"4.3004";"34.4133"
"1400.5330";"4.2949";"34.4200"
"1400.6330";"4.2896";"34.4266"
"1400.7330";"4.2850";"34.4332"
"1400.8330";"4.2809";"34.4399"
"1400.9330";"4.2768";"34.4466"
"1401.0330";"4.2730";"34.4533"
"1401.1330";"4.2655";"34.4599"
"1401.2330";"4.2575";"34.4666"
"1401.3330";"4.2486";"34.4733"
"1401.4330";"4.2391";"34.4800"
"1401.5330";"4.2282";"34.4865"
"1401.6330";"4.2175";"34.4933"
"1401.7330";"4.2093";"34.4999"
"1401.8330";"4.2000";"34.5066"
"1401.9330";"4.1914";"34.5132"
"1402.0330";"4.1835";"34.5199"
"1402.1330";"4.1761";"34.5266"
"1402.2330";"4.1660";"34.5333"
"1402.3330";"4.1559";"34.5399"
"1402.4330";"4.1498";"34.5466"
"1402.5330";"4.1438";"34.5533"
"1402.6330";"4.1381";"34.5599"
"1402.7330";"4.1312";"34.5665"
"1402.8330";"4.1236";"34.5733"
"1402.9330";"4.1175";"34.5800"
"1403.0330";"4.1109";"34.5866"
"1403.1330";"4.1057";"34.5932"
"1403.2330";"4.0996";"34.5999"
"1403.3330";"4.0921";"34.6066"
"1403.4330";"4.0869";"34.6132"
"1403.5330";"4.0801";"34.6199"
"1403.6330";"4.0727";"34.6266"
"1403.7330";"4.0643";"34.6333"
"1403.8330";"4.0569";"34.6399"
"1403.9330";"4.0497";"34.6465"
"1404.0330";"4.0415";"34.6533"
"1404.1330";"4.0330";"34.6600"
"1404.2330";"4.0245";"34.6666"
"1404.3330";"4.0180";"34.6732"
"1404.4330";"4.0123";"34.6799"
"1404.5330";"4.0053";"34.6866"
"1404.6330";"3.9996";"34.6933"
"1404.7330";"3.9930";"34.6999"
"1404.8330";"3.9861";"34.7066"
"1404.9330";"3.9797";"34.7133"
"1405.0330";"3.9737";"34.7199"
"1405.1330";"3.9684";"34.7265"
"1405.2330";"3.9644";"34.7332"
"1405.3330";"3.9610";"34.7400"
"1405.4330";"3.9560";"34.7466"
"1405.5330";"3.9528";"34.7532"
"1405.6330";"3.9494";"34.7599"
"1405.7330";"3.9463";"34.7666"
"1405.8330";"3.9437";"34.7732"
"1405.9330";"3.9415";"34.7799"
"1406.0330";"3.9394";"34.7866"
"1406.1330";"3.9372";"34.7933"
"1406.2330";"3.9337";"34.7999"
"1406.3330";"3.9305";"34.8066"
"1406.4330";"3.9272";"34.8132"
"1406.5330";"3.9222";"34.8200"
"1406.6330";"3.9169";"34.8265"
"1406.7330";"3.9126";"34.8332"
"1406.8330";"3.9072";"34.8399"
"1406.9330";"3.9020";"34.8466"
"1407.0330";"3.8972";"34.8533"
"1407.1330";"3.8910";"34.8599"
"1407.2330";"3.8866";"34.8666"
"1407.3330";"3.8820";"34.8733"
"1407.4330";"3.8772";"34.8799"
"1407.5330";"3.8718";"34.8866"
"1407.6330";"3.8683";"34.8933"
"1407.7330";"3.8638";"34.9000"
"1407.8330";"3.8577";"34.9066"
"1407.9330";"3.8532";"34.9133"
"1408.0330";"3.8494";"34.9199"
"1408.1330";"3.8461";"34.9266"
"1408.2330";"3.8421";"34.9332"
"1408.3330";"3.8366";"34.9399"
"1408.4330";"3.8324";"34.9466"
"1408.5330";"3.8284";"34.9533"
"1408.6330";"3.8231";"34.9599"
"1408.7330";"3.8190";"34.9666"
"1408.8330";"3.8162";"34.9733"
"1408.9330";"3.8142";"34.9799"
"1409.0330";"3.8112";"34.9865"
"1409.1330";"3.8096";"34.9932"
"1409.2330";"3.8071";"34.9999"
"1409.3330";"3.8057";"35.0067"
"1409.4330";"3.8032";"35.0133"
"1409.5330";"3.8010";"35.0199"
"1409.6330";"3.8014";"35.0266"
"1409.7330";"3.8007";"35.0333"
"1409.8330";"3.7971";"35.0399"
"1409.9330";"3.7930";"35.0466"
"1410.0330";"3.7899";"35.0533"
"1410.1330";"3.7874";"35.0600"
"1410.2330";"3.7806";"35.0666"
"1410.3330";"3.7742";"35.0732"
"1410.4330";"3.7694";"35.0799"
"1410.5330";"3.7660";"35.0866"
"1410.6330";"3.7618";"35.0932"
"1410.7330";"3.7551";"35.0999"
"1410.8330";"3.7476";"35.1066"
"1410.9330";"3.7407";"35.1133"
"1411.0330";"3.7334";"35.1199"
"1411.1330";"3.7274";"35.1266"
"1411.2330";"3.7220";"35.1333"
"1411.3330";"3.7167";"35.1399"
"1411.4330";"3.7118";"35.1466"
"1411.5330";"3.7069";"35.1532"
"1411.6330";"3.7050";"35.1599"
"1411.7330";"3.7036";"35.1667"
"1411.8330";"3.7021";"35.1733"
"1411.9330";"3.7009";"35.1799"
"1412.0330";"3.6997";"35.1866"
"1412.1330";"3.6959";"35.1933"
"1412.2330";"3.6923";"35.1999"
"1412.3330";"3.6900";"35.2066"
"1412.4330";"3.6889";"35.2133"
"1412.5330";"3.6874";"35.2200"
"1412.6330";"3.6833";"35.2266"
"1412.7330";"3.6798";"35.2332"
"1412.8330";"3.6758";"35.2399"
"1412.9330";"3.6696";"35.2466"
"1413.0330";"3.6650";"35.2532"
"1413.1330";"3.6615";"35.2599"
"1413.2330";"3.6583";"35.2666"
"1413.3330";"3.6521";"35.2733"
"1413.4330";"3.6470";"35.2799"
"1413.5330";"3.6433";"35.2866"
"1413.6330";"3.6398";"35.2933"
"1413.7330";"3.6349";"35.2999"
"1413.8330";"3.6293";"35.3066"
"1413.9330";"3.6247";"35.3132"
"1414.0330";"3.6201";"35.3200"
"1414.1330";"3.6149";"35.3266"
"1414.2330";"3.6092";"35.3333"
"1414.3330";"3.6039";"35.3399"
"1414.4330";"3.5994";"35.3466"
"1414.5330";"3.5936";"35.3532"
"1414.6330";"3.5874";"35.3599"
"1414.7330";"3.5817";"35.3666"
"1414.8330";"3.5769";"35.3733"
"1414.9330";"3.5714";"35.3800"
"1415.0330";"3.5658";"35.3866"
"1415.1330";"3.5592";"35.3932"
"1415.2330";"3.5542";"35.3999"
"1415.3330";"3.5491";"35.4066"
"1415.4330";"3.5466";"35.4132"
"1415.5330";"3.5423";"35.4199"
"1415.6330";"3.5380";"35.4266"
"1415.7330";"3.5329";"35.4333"
"1415.8330";"3.5258";"35.4399"
"1415.9330";"3.5199";"35.4466"
"1416.0330";"3.5162";"35.4533"
"1416.1330";"3.5121";"35.4599"
"1416.2330";"3.5087";"35.4666"
"1416.3330";"3.5064";"35.4732"
"1416.4330";"3.5046";"35.4800"
"1416.5330";"3.5017";"35.4866"
"1416.6330";"3.4982";"35.4933"
"1416.7330";"3.4969";"35.4999"
"1416.8330";"3.4961";"35.5066"
"1416.9330";"3.4951";"35.5132"
"1417.0330";"3.4951";"35.5199"
"1417.1330";"3.4952";"35.5266"
"1417.2330";"3.4952";"35.5333"
"1417.3330";"3.4944";"35.5400"
"1417.4330";"3.4930";"35.5466"
"1417.5330";"3.4911";"35.5532"
"1417.6330";"3.4901";"35.5600"
"1417.7330";"3.4896";"35.5666"
"1417.8330";"3.4886";"35.5732"
"1417.9330";"3.4872";"35.5799"
"1418.0330";"3.4871";"35.5867"
"1418.1330";"3.4869";"35.5933"
"1418.2330";"3.4881";"35.5999"
"1418.3330";"3.4894";"35.6066"
"1418.4330";"3.4912";"35.6133"
"1418.5330";"3.4896";"35.6199"
"1418.6330";"3.4889";"35.6266"
"1418.7330";"3.4892";"35.6332"
"1418.8330";"3.4913";"35.6400"
"1418.9330";"3.4917";"35.6466"
"1419.0330";"3.4914";"35.6533"
"1419.1330";"3.4910";"35.6599"
"1419.2330";"3.4909";"35.6666"
"1419.3330";"3.4918";"35.6732"
"1419.4330";"3.4936";"35.6799"
"1419.5330";"3.4946";"35.6866"
"1419.6330";"3.4961";"35.6933"
"1419.7330";"3.4950";"35.7000"
"1419.8330";"3.4948";"35.7066"
"1419.9330";"3.4932";"35.7132"
"1420.0330";"3.4931";"35.7200"
"1420.1330";"3.4926";"35.7266"
"1420.2330";"3.4926";"35.7332"
"1420.3330";"3.4935";"35.7399"
"1420.4330";"3.4944";"35.7466"
"1420.5330";"3.4947";"35.7533"
"1420.6330";"3.4949";"35.7599"
"1420.7330";"3.4958";"35.7666"
"1420.8330";"3.4986";"35.7733"
"1420.9330";"3.4998";"35.7799"
"1421.0330";"3.5009";"35.7865"
"1421.1330";"3.5028";"35.7932"
"1421.2330";"3.5046";"35.8000"
"1421.3330";"3.5065";"35.8066"
"1421.4330";"3.5072";"35.8132"
"1421.5330";"3.5080";"35.8199"
"1421.6330";"3.5080";"35.8266"
"1421.7330";"3.5092";"35.8332"
"1421.8330";"3.5108";"35.8399"
"1421.9330";"3.5112";"35.8466"
"1422.0330";"3.5121";"35.8533"
"1422.1330";"3.5123";"35.8600"
"1422.2330";"3.5149";"35.8666"
"1422.3330";"3.5167";"35.8732"
"1422.4330";"3.5186";"35.8799"
"1422.5330";"3.5191";"35.8866"
"1422.6330";"3.5218";"35.8932"
"1422.7330";"3.5246";"35.8999"
"1422.8330";"3.5273";"35.9066"
"1422.9330";"3.5284";"35.9133"
"1423.0330";"3.5293";"35.9199"
"1423.1330";"3.5309";"35.9266"
"1423.2330";"3.5326";"35.9333"
"1423.3330";"3.5345";"35.9399"
"1423.4330";"3.5363";"35.9465"
"1423.5330";"3.5413";"35.9533"
"1423.6330";"3.5446";"35.9600"
"1423.7330";"3.5477";"35.9667"
"1423.8330";"3.5509";"35.9732"
"1423.9330";"3.5547";"35.9799"
"1424.0330";"3.5579";"35.9866"
"1424.1330";"3.5598";"35.9933"
"1424.2330";"3.5626";"35.9999"
"1424.3330";"3.5659";"36.0066"
"1424.4330";"3.5694";"36.0133"
"1424.5330";"3.5723";"36.0200"
"1424.6330";"3.5756";"36.0266"
"1424.7330";"3.5783";"36.0333"
"1424.8330";"3.5811";"36.0399"
"1424.9330";"3.5821";"36.0466"
"1425.0330";"3.5850";"36.0532"
"1425.1330";"3.5884";"36.0599"
"1425.2330";"3.5883";"36.0666"
"1425.3330";"3.5895";"36.0733"
"1425.4330";"3.5898";"36.0799"
"1425.5330";"3.5913";"36.0866"
"1425.6330";"3.5922";"36.0933"
"1425.7330";"3.5935";"36.0999"
"1425.8330";"3.5939";"36.1065"
"1425.9330";"3.5958";"36.1133"
"1426.0330";"3.5968";"36.1200"
"1426.1330";"3.5971";"36.1266"
"1426.2330";"3.5968";"36.1332"
"1426.3330";"3.5972";"36.1399"
"1426.4330";"3.5928";"36.1466"
"1426.5330";"3.5878";"36.1533"
"1426.6330";"3.5864";"36.1599"
"1426.7330";"3.5868";"36.1666"
"1426.8330";"3.5876";"36.1733"
"1426.9330";"3.5880";"36.1800"
"1427.0330";"3.5876";"36.1865"
"1427.1330";"3.5903";"36.1933"
"1427.2330";"3.5910";"36.1999"
"1427.3330";"3.5927";"36.2066"
"1427.4330";"3.5938";"36.2132"
"1427.5330";"3.5952";"36.2199"
"1427.6330";"3.5956";"36.2266"
"1427.7330";"3.5967";"36.2333"
"1427.8330";"3.5969";"36.2399"
"1427.9330";"3.5981";"36.2466"
"1428.0330";"3.5998";"36.2533"
"1428.1330";"3.6020";"36.2599"
"1428.2330";"3.6031";"36.2665"
"1428.3330";"3.6055";"36.2733"
"1428.4330";"3.6095";"36.2800"
"1428.5330";"3.6134";"36.2866"
"1428.6330";"3.6166";"36.2932"
"1428.7330";"3.6199";"36.2999"
"1428.8330";"3.6224";"36.3066"
"1428.9330";"3.6254";"36.3133"
"1429.0330";"3.6268";"36.3198"
"1429.1330";"3.6296";"36.3266"
"1429.2330";"3.6317";"36.3333"
"1429.3330";"3.6338";"36.3400"
"1429.4330";"3.6356";"36.3465"
"1429.5330";"3.6392";"36.3533"
"1429.6330";"3.6436";"36.3599"
"1429.7330";"3.6476";"36.3666"
"1429.8330";"3.6513";"36.3732"
"1429.9330";"3.6551";"36.3799"
"1430.0330";"3.6584";"36.3866"
"1430.1330";"3.6634";"36.3933"
"1430.2330";"3.6677";"36.3999"
"1430.3330";"3.6726";"36.4066"
"1430.4330";"3.6774";"36.4133"
"1430.5330";"3.6814";"36.4199"
"1430.6330";"3.6851";"36.4265"
"1430.7330";"3.6904";"36.4333"
"1430.8330";"3.6936";"36.4400"
"1430.9330";"3.6950";"36.4466"
"1431.0330";"3.7000";"36.4532"
"1431.1330";"3.7057";"36.4599"
"1431.2330";"3.7103";"36.4666"
"1431.3330";"3.7138";"36.4733"
"1431.4330";"3.7174";"36.4799"
"1431.5330";"3.7221";"36.4866"
"1431.6330";"3.7268";"36.4933"
"1431.7330";"3.7315";"36.4999"
"1431.8330";"3.7359";"36.5066"
"1431.9330";"3.7425";"36.5133"
"1432.0330";"3.7489";"36.5199"
"1432.1330";"3.7547";"36.5266"
"1432.2330";"3.7598";"36.5332"
"1432.3330";"3.7668";"36.5399"
"1432.4330";"3.7733";"36.5466"
"1432.5330";"3.7781";"36.5533"
"1432.6330";"3.7843";"36.5599"
"1432.7330";"3.7919";"36.5666"
"1432.8330";"3.7976";"36.5733"
"1432.9330";"3.8033";"36.5799"
"1433.0330";"3.8097";"36.5865"
"1433.1330";"3.8164";"36.5933"
"1433.2330";"3.8229";"36.6000"
"1433.3330";"3.8284";"36.6066"
"1433.4330";"3.8343";"36.6132"
"1433.5330";"3.8402";"36.6199"
"1433.6330";"3.8464";"36.6266"
"1433.7330";"3.8525";"36.6332"
"1433.8330";"3.8579";"36.6399"
"1433.9330";"3.8657";"36.6466"
"1434.0330";"3.8728";"36.6533"
"1434.1330";"3.8788";"36.6599"
"1434.2330";"3.8841";"36.6666"
"1434.3330";"3.8902";"36.6733"
"1434.4330";"3.8963";"36.6799"
"1434.5330";"3.9021";"36.6866"
"1434.6330";"3.9087";"36.6932"
"1434.7330";"3.9155";"36.6999"
"1434.8330";"3.9213";"36.7067"
"1434.9330";"3.9275";"36.7133"
"1435.0330";"3.9341";"36.7199"
"1435.1330";"3.9399";"36.7266"
"1435.2330";"3.9469";"36.7333"
"1435.3330";"3.9521";"36.7399"
"1435.4330";"3.9576";"36.7466"
"1435.5330";"3.9620";"36.7533"
"1435.6330";"3.9676";"36.7600"
"1435.7330";"3.9731";"36.7666"
"1435.8330";"3.9804";"36.7733"
"1435.9330";"3.9864";"36.7799"
"1436.0330";"3.9924";"36.7866"
"1436.1330";"3.9979";"36.7932"
"1436.2330";"4.0039";"36.7999"
"1436.3330";"4.0093";"36.8066"
"1436.4330";"4.0141";"36.8133"
"1436.5330";"4.0193";"36.8199"
"1436.6330";"4.0249";"36.8266"
"1436.7330";"4.0309";"36.8332"
"1436.8330";"4.0375";"36.8400"
"1436.9330";"4.0424";"36.8466"
"1437.0330";"4.0487";"36.8532"
"1437.1330";"4.0445";"36.8599"
"1437.2330";"4.0506";"36.8667"
"1437.3330";"4.0606";"36.8733"
"1437.4330";"4.0692";"36.8799"
"1437.5330";"4.0767";"36.8866"
"1437.6330";"4.0831";"36.8933"
"1437.7330";"4.0895";"36.8999"
"1437.8330";"4.0957";"36.9066"
"1437.9330";"4.1030";"36.9133"
"1438.0330";"4.1095";"36.9200"
"1438.1330";"4.1164";"36.9266"
"1438.2330";"4.1230";"36.9333"
"1438.3330";"4.1304";"36.9399"
"1438.4330";"4.1378";"36.9466"
"1438.5330";"4.1449";"36.9532"
"1438.6330";"4.1520";"36.9599"
"1438.7330";"4.1580";"36.9666"
"1438.8330";"4.1637";"36.9733"
"1438.9330";"4.1686";"36.9799"
"1439.0330";"4.1744";"36.9866"
"1439.1330";"4.1796";"36.9932"
"1439.2330";"4.1836";"36.9999"
"1439.3330";"4.1892";"37.0066"
"1439.4330";"4.1961";"37.0132"
"1439.5330";"4.1976";"37.0200"
"1439.6330";"4.2015";"37.0267"
"1439.7330";"4.2044";"37.0333"
"1439.8330";"4.2084";"37.0399"
"1439.9330";"4.2123";"37.0466"
"1440.0330";"4.2167";"37.0533"
"1440.1330";"4.2204";"37.0599"
"1440.2330";"4.2249";"37.0666"
"1440.3330";"4.2291";"37.0733"
"1440.4330";"4.2331";"37.0800"
"1440.5330";"4.2370";"37.0866"
"1440.6330";"4.2395";"37.0932"
"1440.7330";"4.2434";"37.0999"
"1440.8330";"4.2457";"37.1066"
"1440.9330";"4.2485";"37.1132"
"1441.0330";"4.2538";"37.1199"
"1441.1330";"4.2590";"37.1266"
"1441.2330";"4.2620";"37.1333"
"1441.3330";"4.2660";"37.1399"
"1441.4330";"4.2694";"37.1466"
"1441.5330";"4.2720";"37.1533"
"1441.6330";"4.2750";"37.1600"
"1441.7330";"4.2780";"37.1666"
"1441.8330";"4.2809";"37.1732"
"1441.9330";"4.2845";"37.1800"
"1442.0330";"4.2876";"37.1866"
"1442.1330";"4.2910";"37.1933"
"1442.2330";"4.2933";"37.1999"
"1442.3330";"4.2967";"37.2066"
"1442.4330";"4.2991";"37.2133"
"1442.5330";"4.3029";"37.2199"
"1442.6330";"4.3075";"37.2265"
"1442.7330";"4.3113";"37.2333"
"1442.8330";"4.3141";"37.2400"
"1442.9330";"4.3160";"37.2466"
"1443.0330";"4.3184";"37.2532"
"1443.1330";"4.3210";"37.2600"
"1443.2330";"4.3231";"37.2666"
"1443.3330";"4.3251";"37.2732"
"1443.4330";"4.3279";"37.2799"
"1443.5330";"4.3299";"37.2866"
"1443.6330";"4.3326";"37.2933"
"1443.7330";"4.3352";"37.2999"
"1443.8330";"4.3379";"37.3066"
"1443.9330";"4.3422";"37.3133"
"1444.0330";"4.3445";"37.3199"
"1444.1330";"4.3463";"37.3266"
"1444.2330";"4.3487";"37.3332"
"1444.3330";"4.3508";"37.3400"
"1444.4330";"4.3508";"37.3466"
"1444.5330";"4.3519";"37.3533"
"1444.6330";"4.3548";"37.3599"
"1444.7330";"4.3579";"37.3666"
"1444.8330";"4.3609";"37.3732"
"1444.9330";"4.3645";"37.3799"
"1445.0330";"4.3680";"37.3865"
"1445.1330";"4.3708";"37.3933"
"1445.2330";"4.3737";"37.4000"
"1445.3330";"4.3749";"37.4066"
"1445.4330";"4.3773";"37.4132"
"1445.5330";"4.3796";"37.4200"
"1445.6330";"4.3812";"37.4266"
"1445.7330";"4.3826";"37.4332"
"1445.8330";"4.3830";"37.4399"
"1445.9330";"4.3860";"37.4466"
"1446.0330";"4.3879";"37.4533"
"1446.1330";"4.3896";"37.4599"
"1446.2330";"4.3926";"37.4665"
"1446.3330";"4.3955";"37.4733"
"1446.4330";"4.3966";"37.4799"
"1446.5330";"4.3978";"37.4866"
"1446.6330";"4.4001";"37.4932"
"1446.7330";"4.4019";"37.5000"
"1446.8330";"4.4018";"37.5066"
"1446.9330";"4.3998";"37.5133"
"1447.0330";"4.3968";"37.5199"
"1447.1330";"4.3967";"37.5266"
"1447.2330";"4.3971";"37.5333"
"1447.3330";"4.3956";"37.5399"
"1447.4330";"4.3970";"37.5466"
"1447.5330";"4.3985";"37.5533"
"1447.6330";"4.3992";"37.5600"
"1447.7330";"4.3987";"37.5666"
"1447.8330";"4.3991";"37.5732"
"1447.9330";"4.3997";"37.5799"
"1448.0330";"4.3994";"37.5866"
"1448.1330";"4.4012";"37.5932"
"1448.2330";"4.4026";"37.5999"
"1448.3330";"4.4022";"37.6066"
"1448.4330";"4.4021";"37.6133"
"1448.5330";"4.4016";"37.6199"
"1448.6330";"4.4021";"37.6266"
"1448.7330";"4.4023";"37.6333"
"1448.8330";"4.4027";"37.6399"
"1448.9330";"4.4027";"37.6466"
"1449.0330";"4.4026";"37.6532"
"1449.1330";"4.4022";"37.6600"
"1449.2330";"4.4002";"37.6666"
"1449.3330";"4.3997";"37.6732"
"1449.4330";"4.4001";"37.6799"
"1449.5330";"4.4011";"37.6866"
"1449.6330";"4.4001";"37.6933"
"1449.7330";"4.3999";"37.6999"
"1449.8330";"4.3995";"37.7066"
"1449.9330";"4.3999";"37.7133"
"1450.0330";"4.3989";"37.7200"
"1450.1330";"4.3970";"37.7266"
"1450.2330";"4.3950";"37.7333"
"1450.3330";"4.3929";"37.7399"
"1450.4330";"4.3921";"37.7466"
"1450.5330";"4.3911";"37.7532"
"1450.6330";"4.3906";"37.7599"
"1450.7330";"4.3891";"37.7666"
"1450.8330";"4.3860";"37.7733"
"1450.9330";"4.3817";"37.7799"
"1451.0330";"4.3800";"37.7866"
"1451.1330";"4.3774";"37.7933"
"1451.2330";"4.3732";"37.7999"
"1451.3330";"4.3689";"37.8065"
"1451.4330";"4.3636";"37.8133"
"1451.5330";"4.3605";"37.8200"
"1451.6330";"4.3561";"37.8266"
"1451.7330";"4.3504";"37.8332"
"1451.8330";"4.3458";"37.8399"
"1451.9330";"4.3407";"37.8466"
"1452.0330";"4.3357";"37.8533"
"1452.1330";"4.3316";"37.8599"
"1452.2330";"4.3275";"37.8666"
"1452.3330";"4.3220";"37.8733"
"1452.4330";"4.3152";"37.8800"
"1452.5330";"4.3108";"37.8866"
"1452.6330";"4.3097";"37.8933"
"1452.7330";"4.3061";"37.8999"
"1452.8330";"4.3016";"37.9066"
"1452.9330";"4.2976";"37.9132"
"1453.0330";"4.2951";"37.9199"
"1453.1330";"4.2917";"37.9266"
"1453.2330";"4.2885";"37.9333"
"1453.3330";"4.2863";"37.9399"
"1453.4330";"4.2843";"37.9466"
"1453.5330";"4.2799";"37.9533"
"1453.6330";"4.2757";"37.9599"
"1453.7330";"4.2698";"37.9665"
"1453.8330";"4.2655";"37.9732"
"1453.9330";"4.2613";"37.9800"
"1454.0330";"4.2570";"37.9867"
"1454.1330";"4.2536";"37.9932"
"1454.2330";"4.2519";"37.9999"
"1454.3330";"4.2505";"38.0066"
"1454.4330";"4.2492";"38.0133"
"1454.5330";"4.2469";"38.0199"
"1454.6330";"4.2451";"38.0266"
"1454.7330";"4.2426";"38.0333"
"1454.8330";"4.2393";"38.0400"
"1454.9330";"4.2350";"38.0466"
"1455.0330";"4.2323";"38.0533"
"1455.1330";"4.2291";"38.0599"
"1455.2330";"4.2265";"38.0666"
"1455.3330";"4.2245";"38.0732"
"1455.4330";"4.2217";"38.0799"
"1455.5330";"4.2181";"38.0866"
"1455.6330";"4.2146";"38.0933"
"1455.7330";"4.2116";"38.0999"
"1455.8330";"4.2096";"38.1066"
"1455.9330";"4.2065";"38.1133"
"1456.0330";"4.2054";"38.1199"
"1456.1330";"4.2039";"38.1265"
"1456.2330";"4.2020";"38.1333"
"1456.3330";"4.2003";"38.1400"
"1456.4330";"4.1990";"38.1466"
